ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2342035-20160916,2482352,391892,1,AMIN ARK INC.,AMIN ARK INC,216 W JACKSON BLVD GROUND,CHICAGO,IL,60606,42,49,42-49,1,1781,Tobacco,776 | 767,Retail Sales of Tobacco Products | Retail Sales of General Merchandise and Non-Perishable Food,2342035,RENEW,,07/15/2016,08/21/2016,N,09/16/2016,09/15/2018,08/21/2016,08/22/2016,AAI,,,41.878223242,-87.63424738,"(41.878223241518086, -87.63424737951088)"
2362804-20160916,2477464,3206,10,"SCHERMERHORN CIGAR STORES, INC.",Chicago News Now #1629,222 S RIVERSIDE PLZ CONCOURSE LEVEL  BLDG 01,CHICAGO,IL,60606,42,,42-,,1781,Tobacco,923 | 911 | 904 | 776 | 767,Retail Sales of Jewelry and Jewelry Repair | Retail Sales of Clothing / Accessories / Shoes | Retail Sales of General Merchandise | Retail Sales of Tobacco Products | Retail Sales of General Merchandise and Non-Perishable Food,2362804,RENEW,,07/15/2016,08/01/2016,N,09/16/2016,09/15/2018,08/01/2016,08/02/2016,AAI,,,41.878581561,-87.638578668,"(41.87858156072147, -87.6385786681057)"
1869865-20160916,2480597,323425,1,"JIMMY FIG'S MANAGEMENT, L.L.C.",SANCTUARY CIGAR PARLOUR,162 N FRANKLIN ST LL LL,CHICAGO,IL,60606,42,9,42-9,1,1781,Tobacco,763,Retail Sale of Tobacco,1869865,RENEW,,07/15/2016,08/23/2016,N,09/16/2016,09/15/2018,08/23/2016,08/23/2016,AAI,,,41.884872252,-87.635537217,"(41.8848722518548, -87.63553721738893)"
2270860-20170816,2540608,382934,1,"FRANKLIN NEWSSTAND INC.,","FRANKLIN NEWSSTAND INC.,",225 W WACKER DR 1 LOBBY,CHICAGO,IL,60606,42,9,42-9,1,1781,Tobacco,767 | 776,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Tobacco Products,2270860,RENEW,,06/15/2017,07/02/2017,N,08/16/2017,08/15/2019,07/02/2017,07/03/2017,AAI,,,41.886709222,-87.634710899,"(41.88670922202607, -87.6347108994595)"
2152147-20160516,2455659,330509,2,BERITUS INC.,BERITUS INC.,527 S WELLS ST  700,CHICAGO,IL,60607,25,49,25-49,1,1010,Limited Business License,,,2152147,RENEW,,03/15/2016,03/30/2016,N,05/16/2016,05/15/2018,03/30/2016,03/31/2016,AAI,,,41.875089025,-87.633499163,"(41.8750890251206, -87.63349916261295)"
33259-20160916,2477729,14671,1,SAGAR & NEEL CORPORATION,SAGAR & NEEL CORPORATION,230 W MONROE ST,CHICAGO,IL,60606,42,49,42-49,1,1781,Tobacco,763,Retail Sale of Tobacco,33259,RENEW,,07/15/2016,08/26/2016,N,09/16/2016,09/15/2018,08/26/2016,08/29/2016,AAI,,,41.880757159,-87.634709298,"(41.88075715864721, -87.6347092983425)"
77652-20160416,2448131,47735,1,D. DIAMANTE LIMITED,D. DIAMANTE LTD,5 S WABASH AVE  1320,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,77652,RENEW,,02/15/2016,03/29/2016,N,04/16/2016,04/15/2018,03/29/2016,03/30/2016,AAI,,,41.881921563,-87.62606306,"(41.88192156256051, -87.62606305984501)"
1695619-20160416,2449439,303064,1,JAVIER RIVERA,FACET COLORS JEWELRY,5 S WABASH AVE  715,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1695619,RENEW,,02/15/2016,03/28/2016,N,04/16/2016,04/15/2018,03/28/2016,03/29/2016,AAI,,,41.881921563,-87.62606306,"(41.88192156256051, -87.62606305984501)"
43892-20160416,2448039,35265,1,"THE CHICAGO CONSULTANTS STUDIO,IN",THE CHICAGO CONSULTANT STUDIO,19 S LA SALLE ST  803,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,43892,RENEW,,02/15/2016,03/02/2016,N,04/16/2016,04/15/2018,03/02/2016,03/03/2016,AAI,,,41.881419008,-87.632203208,"(41.88141900800828, -87.63220320776806)"
2362801-20160916,2477461,3206,9,"SCHERMERHORN CIGAR STORES, INC.",Chicago News Now #1628,222 S RIVERSIDE PLZ FOOD COURT NORTH,CHICAGO,IL,60606,42,,42-,,1781,Tobacco,923 | 911 | 904 | 776 | 767,Retail Sales of Jewelry and Jewelry Repair | Retail Sales of Clothing / Accessories / Shoes | Retail Sales of General Merchandise | Retail Sales of Tobacco Products | Retail Sales of General Merchandise and Non-Perishable Food,2362801,RENEW,,07/15/2016,08/01/2016,N,09/16/2016,09/15/2018,08/01/2016,08/02/2016,AAI,,,,,
1879801-20160416,2448089,40556,2,MWM CONSULTING GROUP INC,MWM CONSULTING,55 E JACKSON BLVD 10TH 1000,CHICAGO,IL,60604,42,49,42-49,1,1010,Limited Business License,,,1879801,RENEW,,02/15/2016,02/26/2016,N,04/16/2016,04/15/2018,02/26/2016,02/26/2016,AAI,,,41.878147859,-87.625572735,"(41.87814785854393, -87.62557273455765)"
2493309-20161017,2493309,410813,1,mkay beauty inc.,Dollhouse Beauty Bar,1604 W MONROE ST,CHICAGO,IL,60607,28,,28-,,1010,Limited Business License,144 | 956,"Hair, Nail, and Skin Care Services | Provide Waxing Services",2493309,ISSUE,10/14/2016,10/14/2016,10/14/2016,N,10/17/2016,10/15/2018,10/14/2016,10/17/2016,AAI,,,41.880272486,-87.667111949,"(41.880272485853276, -87.66711194865643)"
1444777-20160416,2448016,34130,2,CRYSTAL GEMS INC.,"CRYSTAL GEMS, INC",5 S WABASH AVE  2104,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1444777,RENEW,,02/15/2016,02/25/2016,N,04/16/2016,04/15/2018,02/25/2016,02/26/2016,AAI,,,41.881921563,-87.62606306,"(41.88192156256051, -87.62606305984501)"
51894-20160916,2477867,17541,1,KALIKA CORP,LASALLE LOBBY SHOP,221 N LA SALLE ST 1ST,CHICAGO,IL,60601,42,9,42-9,1,1781,Tobacco,763,Retail Sale of Tobacco,51894,RENEW,,07/15/2016,08/08/2016,N,09/16/2016,09/15/2018,08/08/2016,08/09/2016,AAI,,,41.886308568,-87.63231876,"(41.886308567767294, -87.63231875970524)"
1887839-20160416,2449697,326471,1,"DENNIS DELEE, O. D. PROFESSIONAL CORPORATION",DEAN OPTICAL LTD,209 S LA SALLE ST 1ST 120,CHICAGO,IL,60604,42,9,42-9,1,1010,Limited Business License,,,1887839,RENEW,,02/15/2016,02/29/2016,N,04/16/2016,04/15/2018,02/29/2016,03/01/2016,AAI,,,41.87911455,-87.63213674,"(41.87911455044448, -87.63213673978143)"
1194468-20160316,2444504,220391,1,EUN YOUNG SHIN,ACE SHOE CLINIC,69 W WASHINGTON ST  LL-18,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1194468,RENEW,,01/15/2016,03/14/2016,N,03/16/2016,03/15/2018,03/14/2016,03/15/2016,AAI,,,41.883100479,-87.630147229,"(41.883100479248256, -87.6301472292721)"
1742216-20160416,2447785,19072,2,"BRIDGET CHRISTIAN DESIGNS, INC",BRIDGET CHRISTIAN DESIGNS,5 S WABASH AVE  2103,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,,,1742216,RENEW,,02/15/2016,03/01/2016,N,04/16/2016,04/15/2018,03/01/2016,03/02/2016,AAI,,,41.881921563,-87.62606306,"(41.88192156256051, -87.62606305984501)"
1888123-20160316,2445056,326014,1,"SFD HOLDINGS, INC.",HELP AT HOME,1 N STATE ST 15 1500,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,1888123,RENEW,,01/15/2016,02/18/2016,N,03/16/2016,03/15/2018,02/18/2016,02/19/2016,AAI,,1,41.882117633,-87.627673612,"(41.88211763349539, -87.62767361218859)"
1816835-20160516,2455513,315804,1,FLILLIAN CORPORATION,7-ELEVEN,833 W VAN BUREN ST 1,CHICAGO,IL,60607,25,6,25-6,12,1781,Tobacco,763,Retail Sale of Tobacco,1816835,RENEW,,03/15/2016,04/20/2016,N,05/16/2016,05/15/2018,04/20/2016,04/21/2016,AAI,,16,41.876543847,-87.648472222,"(41.876543846685756, -87.64847222242669)"
34440-20160916,2478317,54095,1,OUR SHREEJI CORP,GATEWAY NEWSTAND,2 N RIVERSIDE PLZ  1,CHICAGO,IL,60606,42,21,42-21,1,1781,Tobacco,763,Retail Sale of Tobacco,34440,RENEW,,07/15/2016,08/02/2016,N,09/16/2016,09/15/2018,08/02/2016,08/03/2016,AAI,,,41.881977048,-87.63887584,"(41.88197704758362, -87.63887583987513)"
4281-20160916,2477453,3206,1,"SCHERMERHORN CIGAR STORES, INC.",SCHERMERHORN CIGAR STORES,130 E RANDOLPH ST  LOBBY,CHICAGO,IL,60601,42,44,42-44,1,1781,Tobacco,763,Retail Sale of Tobacco,4281,RENEW,,07/15/2016,07/28/2016,N,09/16/2016,09/15/2018,07/28/2016,07/29/2016,AAI,,,41.884588372,-87.623272561,"(41.884588371969095, -87.62327256105529)"
2501653-20170626,2501653,412122,1,ACE GROUP CHICAGO LLC,ACE HOTEL CHICAGO,311-319 N MORGAN ST,CHICAGO,IL,60607,27,57,27-57,12,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2501653,ISSUE,12/12/2016,03/17/2017,03/17/2017,N,06/26/2017,07/15/2019,06/15/2017,06/15/2017,AAI,,,41.887121914,-87.65203576,"(41.88712191392366, -87.6520357596219)"
2363584-20161116,2491870,394458,1,"ESSEX HOTEL MANAGER, LLC","ESSEX HOTEL MANAGER, LLC",800 S MICHIGAN AVE 1 - 16,CHICAGO,IL,60605,4,37,4-37,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2363584,RENEW,,09/15/2016,12/13/2016,N,11/16/2016,11/15/2018,12/13/2016,12/14/2016,AAI,,,41.871811814,-87.624315499,"(41.87181181410728, -87.62431549922361)"
2206781-20160316,2444841,290539,1,"PRINTERS ROW, LLC",HOTEL BLAKE,500 S DEARBORN ST 1ST - 11TH,CHICAGO,IL,60605,4,49,4-49,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2206781,RENEW,,01/15/2016,01/29/2016,N,03/16/2016,03/15/2018,01/29/2016,02/01/2016,AAI,,,41.87556911,-87.629383226,"(41.87556910960446, -87.62938322586831)"
2205265-20160916,2478389,62544,17,HYATT CORPORATION,HYATT REGENCY CHICAGO,151 E WACKER DR  LOBBY,CHICAGO,IL,60601,42,44,42-44,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205265,RENEW,,07/15/2016,08/12/2016,N,09/16/2016,09/15/2018,08/12/2016,08/15/2016,AAI,,,41.887999887,-87.622565133,"(41.88799988734853, -87.62256513255957)"
2207204-20160416,2449492,308575,1,NORTHERN MAJESTIC HOTEL LLC,HAMPTON INN,22 W MONROE ST  4-21,CHICAGO,IL,60603,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207204,RENEW,,02/15/2016,03/15/2016,N,04/16/2016,04/15/2018,03/15/2016,03/16/2016,AAI,,1,41.88084496,-87.628591045,"(41.880844959557606, -87.62859104497413)"
2205305-20161016,2485096,64451,1,"CONGRESS PLAZA HOTEL, LLC",THE CONGRESS HOTEL,520 S MICHIGAN AVE,CHICAGO,IL,60605,42,49,42-49,1,4404,Regulated Business License,816 | 676,Storage or Use of Hazardous Materials | Hotel - 7 or More Sleeping Rooms,2205305,RENEW,,08/15/2016,09/28/2016,N,10/16/2016,10/15/2018,09/28/2016,09/29/2016,AAI,,,41.875259826,-87.624396674,"(41.87525982581901, -87.6243966738356)"
2207641-20161016,2485946,322493,1,"SAGE RESTAURANT MANAGER, LLC",BLACKSTONE HOTEL,636-638 S MICHIGAN AVE,CHICAGO,IL,60605,42,49,42-49,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207641,RENEW,,08/15/2016,08/31/2016,N,10/16/2016,10/15/2018,08/31/2016,09/01/2016,AAI,,,41.873659257,-87.624359498,"(41.873659257025864, -87.62435949812338)"
2506121-20170522,2506121,404402,1,Integrated 32 West Randolph LLC,CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,676 | 670,Hotel - 7 or More Sleeping Rooms  | Health Club,2506121,ISSUE,12/20/2016,02/10/2017,02/10/2017,N,05/22/2017,06/15/2019,05/22/2017,05/22/2017,AAI,,1,41.884592863,-87.629089521,"(41.88459286291501, -87.62908952144605)"
2427610-20170916,2546315,317632,3,THE CHICAGO SCHOLARS  FOUNDATION,THE CHICAGO SCHOLARS FOUNDATION,247 S STATE ST 7TH 700,CHICAGO,IL,60604,42,9,42-9,1,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,2427610,RENEW,,07/15/2017,08/30/2017,N,09/16/2017,09/15/2018,08/30/2017,08/31/2017,AAI,,1,41.878312681,-87.62753416,"(41.8783126806928, -87.62753415970441)"
2551928-20170831,2551928,420971,1,"NAIL SPA BOUTIQUE, CORP.",NAIL SPA BOUTIQUE,201 W MADISON ST 1ST,CHICAGO,IL,60606,42,49,42-49,1,1010,Limited Business License,956 | 895,Provide Waxing Services | Nail Services,2551928,ISSUE,08/31/2017,08/31/2017,08/31/2017,N,08/31/2017,09/15/2019,08/31/2017,08/31/2017,AAI,,,41.881835466,-87.633897389,"(41.88183546590967, -87.63389738860116)"
2496217-20170526,2496217,411239,1,"SUMMIT HOTEL TRS 132, LLC",HYATT PLACE CHICAGO DOWNTOWN THE LOOP,28 N FRANKLIN ST,CHICAGO,IL,60606,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2496217,ISSUE,10/27/2016,03/02/2017,03/02/2017,N,05/26/2017,06/15/2019,05/26/2017,05/26/2017,AAI,,,41.882649993,-87.63547347,"(41.882649993217434, -87.63547347015259)"
2391643-20170316,2508133,85369,3,"RESIDENCE INN BY MARRIOTT, LLC",RESIDENCE INN CHICAGO DOWNTOWN,11 S LA SALLE ST,CHICAGO,IL,60603,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2391643,RENEW,,01/15/2017,02/28/2017,N,03/16/2017,03/15/2019,02/28/2017,02/28/2017,AAI,,,41.881645391,-87.632209538,"(41.881645390827835, -87.63220953838868)"
2314608-20160416,2450888,388745,1,"Shin 1, Inc.",Shin 1,1255 S MICHIGAN AVE 36,CHICAGO,IL,60605,3,,3-,,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2314608,RENEW,,02/15/2016,05/10/2016,N,04/16/2016,04/15/2018,05/10/2016,05/11/2016,AAI,,,41.865975279,-87.623970638,"(41.86597527884093, -87.62397063845134)"
1942760-20170916,2545715,283915,2,INTERNATIONAL WOMEN ASSOCIATES  INC.,INTERNATIONAL WOMEN ASSOCIATES INC.,307 N MICHIGAN AVE 7 702,CHICAGO,IL,60601,42,44,42-44,1,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,1942760,RENEW,,07/15/2017,08/30/2017,N,09/16/2017,09/15/2018,08/30/2017,08/31/2017,AAI,,,41.887004423,-87.624394657,"(41.88700442325107, -87.62439465711454)"
2536592-20170831,2536592,417706,1,"4C RIVERSIDE, LLC",PORTER KITCHEN AND DECK,150 N RIVERSIDE PLZ,CHICAGO,IL,60606,42,,42-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2536592,ISSUE,06/09/2017,06/20/2017,06/21/2017,Y,08/31/2017,09/15/2019,08/31/2017,08/31/2017,AAI,,,41.885089456,-87.638405594,"(41.88508945576888, -87.63840559417186)"
2205691-20160416,2448532,205144,1,Hilton Illinois Corp.,Palmer House Hilton,17 E MONROE ST,CHICAGO,IL,60603,42,9,42-9,1,4404,Regulated Business License,816 | 676,Storage or Use of Hazardous Materials | Hotel - 7 or More Sleeping Rooms,2205691,RENEW,,02/15/2016,04/08/2016,N,04/16/2016,04/15/2018,04/08/2016,04/11/2016,AAI,,1,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
2506827-20170428,2506827,412721,1,AFP 110  CORP.,HILTON GARDEN INN CHICAGO,"66 E WACKER PL LL, 1-27",CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2506827,ISSUE,01/10/2017,02/16/2017,02/17/2017,N,04/28/2017,05/15/2019,04/28/2017,04/28/2017,AAI,,,,,
2205301-20161016,2485085,64292,2,PACIFIC TAI LCC.,BEST WESTERN GRANT PARK HOTEL,1100 S MICHIGAN AVE  1,CHICAGO,IL,60605,4,8,4-8,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205301,RENEW,,08/15/2016,10/13/2016,N,10/16/2016,10/15/2018,10/13/2016,05/23/2017,AAI,,,41.869255756,-87.624276595,"(41.86925575643569, -87.6242765954789)"
2551754-20170831,2551754,420878,1,"SALON LOFTS GROUP, LLC",SALON LOFTS,1101-1109 W RANDOLPH ST 1,CHICAGO,IL,60607,27,,27-,,4404,Regulated Business License,601,Acquisition and Improvement of Land/Residential Buildings,2551754,ISSUE,08/29/2017,08/29/2017,08/30/2017,N,08/31/2017,09/15/2019,08/30/2017,08/31/2017,AAI,,,41.884173412,-87.654491108,"(41.8841734123248, -87.65449110825647)"
2205633-20161016,2485203,201059,1,"American Youth Hostels - Chicago, Inc.",Hostelling International - Chicago,24 E CONGRESS PKWY,CHICAGO,IL,60605,4,49,4-49,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205633,RENEW,,08/15/2016,09/02/2016,N,10/16/2016,10/15/2018,09/02/2016,08/17/2017,AAI,,1,41.87578549,-87.626706425,"(41.87578548951963, -87.62670642508995)"
2363902-20170416,2516003,394609,1,DHC FOOD & BEVERAGE CORPORATION,MARRIOTT CHICAGO MEDICAL DISTRICT,625 S ASHLAND AVE 1-4,CHICAGO,IL,60607,28,21,28-21,12,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2363902,RENEW,,02/15/2017,03/08/2017,N,04/16/2017,04/15/2019,03/08/2017,03/09/2017,AAI,,,41.873434566,-87.666433681,"(41.87343456580039, -87.66643368144297)"
2209236-20170516,2520623,359765,1,"REMINGTON LODGING & HOSPITALITY, LLC",THE SILVERSMITH HOTEL & SUITES,10-16 S WABASH AVE,CHICAGO,IL,60603,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2209236,RENEW,,03/15/2017,04/28/2017,N,05/16/2017,05/15/2019,04/28/2017,05/01/2017,AAI,,1,41.881818766,-87.626353173,"(41.88181876616734, -87.62635317290135)"
2390847-20170516,2521421,393024,1,INTEGRATED MOTOR CLUB LLC,HAMPTON INN CHICAGO DOWNTOWN,68 E WACKER PL,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,676 | 670,Hotel - 7 or More Sleeping Rooms  | Health Club,2390847,RENEW,,03/15/2017,05/05/2017,N,05/16/2017,05/15/2019,05/05/2017,05/10/2017,AAI,,,41.886923068,-87.625277939,"(41.88692306764254, -87.62527793861675)"
2205918-20160916,2479009,230085,1,"Michigan Wacker Associates, LLC",CLUB QUARTERS,75 E WACKER DR,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205918,RENEW,,07/15/2016,08/01/2016,N,09/16/2016,09/15/2018,08/01/2016,08/02/2016,AAI,,,41.887861892,-87.625413041,"(41.88786189172989, -87.62541304135654)"
2349197-20170916,2546756,350215,2,"REINS INTERNATIONAL CHICAGO, INC.",GYU-KAKU RESTAURANT,1364 W RANDOLPH ST 1ST,CHICAGO,IL,60607,27,33,27-33,12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2349197,RENEW,,07/15/2017,08/30/2017,N,09/16/2017,11/15/2018,08/30/2017,08/31/2017,AAI,,,41.884288898,-87.661279418,"(41.88428889843475, -87.66127941800869)"
2349091-20170416,2515934,389327,1,INTEGRATED CLARK MONROE LLC,HYATT CENTRIC THE LOOP CHICAGO,100 W MONROE ST 1-23,CHICAGO,IL,60603,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2349091,RENEW,,02/15/2017,03/10/2017,N,04/16/2017,04/15/2019,03/10/2017,03/10/2017,AAI,,,41.880805278,-87.630929332,"(41.88080527820392, -87.6309293321435)"
2551861-20170901,2551861,393780,3,NOTRE LLC,NOTRE,1550 W CARROLL AVE 1ST 106,CHICAGO,IL,60607,27,33,27-33,12,1010,Limited Business License,602 | 708,Administrative Commercial Office | Miscellaneous Commercial Services,2551861,ISSUE,08/30/2017,08/31/2017,08/31/2017,N,09/01/2017,10/15/2018,08/31/2017,09/01/2017,AAI,,,41.887504877,-87.666358736,"(41.88750487710566, -87.66635873622116)"
2464564-20170616,2527178,381484,6,"MARR CHICAGO PIZZA, INC.",DOMINO'S,1234 S CANAL ST 1ST 9,CHICAGO,IL,60607,11,28,11-28,1,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2464564,RENEW,,04/15/2017,04/25/2017,N,06/16/2017,06/15/2019,04/25/2017,09/01/2017,AAI,,,41.86627727,-87.639360452,"(41.86627726994009, -87.63936045226205)"
2551484-20170901,2551484,420739,1,ACADEMY OF NUTRITION AND DIETETICS FOUNDATION,ACADEMY OF NUTRITION AND DIETETICS FOUNDATION,120 S RIVERSIDE PLZ 21ST 2190,CHICAGO,IL,60606,42,12,42-12,1,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,2551484,ISSUE,08/24/2017,09/01/2017,09/01/2017,N,09/01/2017,09/15/2018,09/01/2017,09/01/2017,AAI,,,41.879923306,-87.638802539,"(41.8799233059124, -87.63880253891776)"
2551858-20170901,2551858,393780,2,NOTRE LLC,NOTRE,118 N PEORIA ST 1ST 1 N,CHICAGO,IL,60607,27,1,27-1,12,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2551858,ISSUE,08/30/2017,08/31/2017,08/31/2017,N,09/01/2017,10/15/2018,08/31/2017,09/01/2017,AAI,,,41.883678098,-87.649898773,"(41.88367809838159, -87.64989877282324)"
2555448-20170901,2555448,421019,1,NATAS CHICAGO FOUNDATION,NATAS CHICAGO FOUNDATION,33 E CONGRESS PKWY  535,CHICAGO,IL,60605,4,49,4-49,1,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,2555448,ISSUE,09/01/2017,09/01/2017,09/01/2017,N,09/01/2017,09/15/2018,09/01/2017,09/01/2017,AAI,,,41.87557316,-87.626376112,"(41.87557316046109, -87.62637611166082)"
2368137-20170916,2545348,256981,41,"CBRE, INC.","CBRE, Inc",118 N CANAL ST 1,CHICAGO,IL,60606,42,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2368137,RENEW,,07/15/2017,08/31/2017,N,09/16/2017,09/15/2019,08/31/2017,09/05/2017,AAI,,,41.883808628,-87.639938384,"(41.88380862762053, -87.63993838405669)"
2360020-20170916,2545339,256981,30,"CBRE, INC.","CBRE, Inc",525 S STATE ST 2 200,CHICAGO,IL,60605,4,,4-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2360020,RENEW,,07/15/2017,08/31/2017,N,09/16/2017,09/15/2019,08/31/2017,09/05/2017,AAI,,,41.875179056,-87.627473789,"(41.875179056057796, -87.6274737894488)"
2368410-20170916,2545356,256981,49,"CBRE, INC.","CBRE, Inc",65 E WACKER PL 1,CHICAGO,IL,60601,42,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2368410,RENEW,,07/15/2017,08/31/2017,N,09/16/2017,09/15/2019,08/31/2017,09/05/2017,AAI,,,41.88670423,-87.625496374,"(41.886704230249315, -87.62549637410729)"
2463378-20170916,2545359,256981,52,"CBRE, INC.","CBRE, Inc",10 S DEARBORN ST 4,CHICAGO,IL,60603,42,9,42-9,1,1010,Limited Business License,708,Miscellaneous Commercial Services,2463378,RENEW,,07/15/2017,08/31/2017,N,09/16/2017,09/15/2019,08/31/2017,09/05/2017,AAI,,,41.88180696,-87.629543115,"(41.88180696006542, -87.62954311539407)"
2551925-20170905,2551925,332182,64,VALET PARKING AUTHORITY LIMITED,VALET PARKING AUTHORITY,1 S DEARBORN ST 1ST,CHICAGO,IL,60603,42,9,42-9,1,2101,Valet Parking Operator,855,Valet Parking Operator,2551925,ISSUE,08/31/2017,09/01/2017,09/01/2017,N,09/05/2017,06/30/2018,09/05/2017,09/05/2017,AAI,,1,41.881936675,-87.62925348,"(41.88193667467421, -87.62925347991924)"
2368401-20170916,2545354,256981,47,"CBRE, INC.","CBRE, Inc",550 W VAN BUREN ST 3 340,CHICAGO,IL,60607,42,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2368401,RENEW,,07/15/2017,08/31/2017,N,09/16/2017,09/15/2019,08/31/2017,09/05/2017,AAI,,,41.87685514,-87.641544074,"(41.876855139603904, -87.6415440740816)"
2551872-20170905,2551872,420953,1,Jennifer Thomas,Peace Power Napping,30 N MICHIGAN AVE 13 1301,CHICAGO,IL,60602,42,,42-,,1010,Limited Business License,709,Miscellaneous Personal Services,2551872,ISSUE,08/30/2017,08/30/2017,09/02/2017,N,09/05/2017,09/15/2019,09/02/2017,09/05/2017,AAI,,,41.882754629,-87.624535277,"(41.882754628874906, -87.62453527696043)"
2368409-20170916,2545355,256981,48,"CBRE, INC.","CBRE, Inc",69 W WASHINGTON ST 14 1430,CHICAGO,IL,60602,42,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2368409,RENEW,,07/15/2017,08/31/2017,N,09/16/2017,09/15/2019,08/31/2017,09/05/2017,AAI,,,41.883100479,-87.630147229,"(41.883100479248256, -87.6301472292721)"
2094044-20170916,2545338,256981,27,"CBRE, INC.","CB Richard Ellis, INC.",77 W WASHINGTON ST 6 615,CHICAGO,IL,60602,42,,42-,,1010,Limited Business License,,,2094044,RENEW,,07/15/2017,08/31/2017,N,09/16/2017,09/15/2019,08/31/2017,09/05/2017,AAI,,,41.88310054,-87.630331212,"(41.883100539501605, -87.63033121191829)"
2368069-20170916,2545341,256981,33,"CBRE, INC.","CBRE, Inc",20 N MICHIGAN AVE 3 325,CHICAGO,IL,60602,42,,42-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2368069,RENEW,,07/15/2017,08/31/2017,N,09/16/2017,09/15/2019,08/31/2017,09/05/2017,AAI,,,41.882540202,-87.624530945,"(41.88254020245772, -87.62453094472777)"
2368075-20170916,2545344,256981,37,"CBRE, INC.","CBRE, Inc",400 S STATE ST 3 3S14,CHICAGO,IL,60605,4,,4-,,1010,Limited Business License,708,Miscellaneous Commercial Services,2368075,RENEW,,07/15/2017,08/31/2017,N,09/16/2017,09/15/2019,08/31/2017,09/05/2017,AAI,,1,41.87686253,-87.62779697,"(41.87686252958797, -87.62779697013237)"
